iter	Logloss
117	0.003596981316
118	0.003547728841
119	0.003511029388
120	0.003464375784
121	0.003423322891
122	0.003394920534
123	0.003351769687
124	0.003315559743
125	0.00326192355
126	0.003233161534
127	0.003196487093
128	0.003144815136
129	0.003104668215
130	0.0030612001
131	0.003029912064
132	0.00300734498
133	0.002964535836
134	0.002919689335
135	0.002880031813
136	0.002865651624
137	0.002845810659
138	0.002805486845
139	0.002781104064
140	0.002748113954
141	0.002712768744
142	0.002686613747
143	0.002649606092
144	0.002622521992
145	0.002595513664
146	0.002569264638
147	0.002536269845
148	0.002512568311
149	0.002480975653
150	0.002450149016
151	0.002439839021
152	0.002423773562
153	0.002406879882
154	0.002387151163
155	0.002362984185
156	0.002342412181
157	0.002315554228
158	0.002302575885
159	0.002287285132
160	0.002263475422
161	0.002240581134
162	0.002215516278
163	0.002202806229
164	0.002179708169
165	0.002163576095
166	0.002143689319
167	0.002120834289
168	0.002100473595
169	0.002084472163
170	0.002063421929
171	0.002049707624
172	0.002036266748
173	0.002018290921
174	0.002002677381
175	0.001982293067
176	0.001965556281
177	0.001952872452
178	0.001940917359
179	0.001925411016
180	0.001912600147
181	0.00190133471
182	0.001889867006
183	0.00188153097
184	0.001874355105
185	0.001861453847
186	0.001854522045
187	0.001846746685
188	0.001840025728
189	0.001835243025
190	0.00182329205
191	0.00181149235
192	0.00180380804
193	0.001795998663
194	0.001784884561
195	0.001778722209
196	0.001769760793
197	0.001769637521
198	0.001759246146
199	0.00175044119
200	0.001750432063
201	0.001750427983
202	0.001750395239
203	0.001742849656
204	0.001733183316
205	0.001730597623
206	0.001720197121
207	0.00172003977
208	0.001709954948
209	0.001699475719
210	0.001692946777
211	0.001691648548
212	0.001684470048
213	0.001676128725
214	0.00166909469
215	0.001669073643
216	0.001659473875
217	0.001650676375
218	0.001641863952
219	0.001641861403
220	0.001637744688
221	0.001637591569
222	0.00163302523
223	0.001633015055
224	0.001623547081
225	0.001623539552
226	0.00162353205
227	0.001623524512
228	0.001623495098
229	0.001623487759
230	0.00162345762
231	0.001615746047
232	0.001615738627
233	0.001615731199
234	0.001615632752
235	0.001615625325
236	0.001610100156
237	0.001610085374
238	0.001610078021
239	0.001610076175
240	0.001610056613
241	0.001603779234
242	0.001595556246
243	0.001595527139
244	0.001595382129
245	0.001586390835
246	0.00158637652
247	0.001586362132
248	0.001586352634
249	0.001579135553
250	0.001571191208
251	0.001571189443
252	0.001565239007
253	0.001557446912
254	0.001557437771
255	0.001557423891
256	0.001557285261
257	0.001557146984
258	0.001557137838
259	0.001557136106
260	0.001557126671
261	0.001556988106
262	0.001556974264
263	0.001556965109
264	0.001551134279
265	0.001543491908
266	0.001535213552
267	0.00153520681
268	0.001535193327
269	0.001527727371
270	0.00152771401
271	0.00152770065
272	0.001527487093
273	0.001520104249
274	0.001519946201
275	0.001519479402
276	0.001519479402
277	0.00151947504
278	0.001519468429
279	0.001519461818
280	0.001519426026
281	0.001519267472
282	0.001519241015
283	0.001519133231
284	0.001519027559
285	0.001511729732
286	0.001511703543
287	0.001511677333
288	0.001511659534
289	0.001504442672
290	0.001504433853
291	0.001504425035
292	0.001504416256
293	0.001504407438
294	0.00150440095
295	0.001504392132
296	0.001504366181
297	0.001504359694
298	0.001504353206
299	0.001504346719
300	0.001496784222
301	0.001496758554
302	0.001496755346
303	0.001496752137
304	0.001496735197
305	0.001496731989
306	0.001496723262
307	0.001496620645
308	0.001496617437
309	0.001496604607
310	0.001496595882
311	0.001496592675
312	0.001496589467
313	0.001496563807
314	0.001496560599
315	0.001496557392
316	0.001496548668
317	0.00149644608
318	0.001496420426
319	0.00149631786
320	0.00149631786
321	0.001496292211
322	0.001494484186
323	0.00149437988
324	0.001494367093
325	0.001494239274
326	0.001494226489
327	0.001494191721
328	0.001494087462
329	0.001493983221
330	0.001493970442
331	0.001493957663
332	0.001493944884
333	0.001493932106
334	0.001493919328
335	0.001493910895
336	0.001493460039
337	0.00149344727
338	0.001493434501
339	0.001493408965
340	0.001493396197
341	0.001493383429
342	0.001493370662
343	0.001493357894
344	0.001493345128
345	0.001493332361
346	0.001493306828
347	0.001493294063
348	0.001491440567
349	0.001491336759
350	0.001491324031
351	0.001491315379
352	0.001491302651
353	0.001491293999
354	0.001491285601
355	0.001491272874
356	0.001491264222
357	0.001491255825
358	0.001491243098
359	0.001491230372
360	0.001491221721
361	0.001491219558
362	0.001491206833
363	0.001489692583
364	0.001489679889
365	0.001489671258
366	0.001489658565
367	0.001489649935
368	0.001489641304
369	0.001482640698
370	0.001482637552
371	0.001482569147
372	0.001482568078
373	0.001482567009
374	0.001482560719
375	0.001482557574
376	0.001482554429
377	0.00148255336
378	0.001482552291
379	0.001482546002
380	0.001482542857
381	0.001482536567
382	0.001482533422
383	0.001482527133
384	0.001482520843
385	0.001482519774
386	0.001482518705
387	0.00148251556
388	0.001482509271
389	0.001482406695
390	0.001482405626
391	0.001482402482
392	0.001475479312
393	0.001475411618
394	0.001475361754
395	0.001475293995
396	0.001475269068
397	0.001475219216
398	0.001475169368
399	0.001475101629
400	0.00147505179
401	0.001475026873
402	0.001475001957
403	0.001467750001
404	0.001467737675
405	0.001467736627
406	0.001467735579
407	0.001467732498
408	0.001467707846
409	0.001467701683
410	0.001467700636
411	0.001467699588
412	0.001467693425
413	0.001467690344
414	0.001467689296
415	0.001467686215
416	0.001467683134
417	0.001467616098
418	0.00146761505
419	0.001467614002
420	0.001467610922
421	0.001467543893
422	0.001467476872
423	0.001467452231
424	0.00146744915
425	0.00146744607
426	0.001467445023
427	0.001467420383
428	0.001467417303
429	0.001467316802
430	0.001467313722
431	0.001467289087
432	0.001467286008
433	0.001467273691
434	0.001467249057
435	0.001467224425
436	0.001467223378
437	0.001467198746
438	0.001467195667
439	0.001467171037
440	0.001460400597
441	0.001460388388
442	0.00145920339
443	0.00145920339
444	0.00145920339
445	0.001459186819
446	0.001452508188
447	0.001452484022
448	0.001452435694
449	0.001452435694
450	0.001452434668
451	0.001451454429
452	0.001451442367
453	0.001451440317
454	0.001451416192
455	0.001451415167
456	0.001451391043
457	0.001451385012
458	0.001451360889
459	0.001451359865
460	0.001451359865
461	0.00145135884
462	0.001451357815
463	0.00145135679
464	0.001451332669
465	0.001451308548
466	0.001451284429
467	0.00145128033
468	0.001451279305
469	0.001451273276
470	0.001451249158
471	0.001451247169
472	0.001451246174
473	0.001451222057
474	0.001451197941
475	0.001451195892
476	0.001451193843
477	0.001451192818
478	0.001451190769
479	0.00145118872
480	0.001451186671
481	0.001451162557
482	0.001451138443
483	0.001451136394
484	0.001451130366
485	0.001451128317
486	0.001451007801
487	0.001451001774
488	0.001450977667
489	0.001450976643
490	0.001450952537
491	0.001450928432
492	0.001450926383
493	0.001450924335
494	0.001444319197
495	0.001444307247
496	0.001444295297
497	0.001444283348
498	0.001444271398
499	0.001444259449
500	0.001444253475
501	0.001444241526
502	0.001443300475
503	0.001443252752
504	0.001443157354
505	0.001443109643
506	0.001443014268
507	0.001442966568
508	0.001442918872
509	0.001442821668
510	0.00144278926
511	0.001442646296
512	0.001442598626
513	0.001442586709
514	0.001442574792
515	0.001442558594
516	0.001442546678
517	0.001442530481
518	0.001442528456
519	0.001442512259
520	0.001442500344
521	0.00144249832
522	0.001442486405
523	0.00144247449
524	0.001442458295
525	0.001442446381
526	0.001442442332
527	0.001442430418
528	0.001442418504
529	0.001442406591
530	0.001442394678
531	0.001442382765
532	0.001442370853
533	0.00144235894
534	0.001442350844
535	0.001442338932
536	0.001442257992
537	0.001442241802
538	0.001442239778
539	0.001442227868
540	0.001442215959
541	0.001442204049
542	0.00144219214
543	0.001442180231
544	0.001442164044
545	0.001442152135
546	0.001442140227
547	0.001442128319
548	0.001442047406
549	0.0014420355
550	0.001442023594
551	0.001441942695
552	0.001441930791
553	0.001441918887
554	0.001441916865
555	0.001441904961
556	0.001441893058
557	0.001441881155
558	0.001441493508
559	0.001441481613
560	0.001441469717
561	0.001441457822
562	0.001441445927
563	0.001441434033
564	0.001441422138
565	0.001441410244
566	0.00144139835
567	0.001441386456
568	0.001441374563
569	0.00144136267
570	0.001441350777
571	0.001441338884
572	0.001440374067
573	0.001440362192
574	0.001440281512
575	0.001440269639
576	0.0014401747
577	0.001440158565
578	0.001440077911
579	0.001440077911
580	0.001440061778
581	0.001439966872
582	0.001439943139
583	0.001439862513
584	0.00143985658
585	0.001439840926
586	0.001439711988
587	0.001439703927
588	0.001439703927
589	0.001439703927
590	0.001439703927
591	0.001439575019
592	0.001439575019
593	0.001439575019
594	0.001439559371
595	0.001439559371
596	0.001439551312
597	0.001439551312
598	0.001439551312
599	0.001439535665
